0 SpO2 Coeff  0 0 0 0  FFD7FBDD  0AB61FE
Ver: 0 32 9 23
rd algo size: 0 20 
rd algo size: 0 52 
rd algo size: 4 0 
rd algo size: 4 0 
algo only 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 36
1.32 who accel 0 1b
hr,hr_conf,spo2,spo2_conf,spo2_lo,spo2_unrel,scd,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
646,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
645,100,997,28,0,0,3,
644,100,997,28,0,0,3,
644,100,997,28,0,0,3,
644,100,997,28,0,0,3,
644,100,997,28,0,0,3,
644,100,997,28,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
643,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
642,100,997,30,0,0,3,
641,100,997,30,0,0,3,
641,100,997,30,0,0,3,
641,100,997,30,0,0,3,
641,100,997,30,0,0,3,
641,100,997,30,0,0,3,
641,100,998,32,0,0,3,
641,100,998,32,0,0,3,
641,100,998,32,0,0,3,
641,100,998,32,0,0,3,
641,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
640,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,32,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
639,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
638,100,998,34,0,0,3,
637,100,998,34,0,0,3,
637,100,998,34,0,0,3,
637,100,998,34,0,0,3,
637,100,998,34,0,0,3,
637,100,998,34,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
636,100,999,36,0,0,3,
635,100,999,36,0,0,3,
635,100,999,36,0,0,3,
635,100,999,36,0,0,3,
635,100,999,36,0,0,3,
635,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
634,100,999,36,0,0,3,
633,100,999,43,0,0,3,
633,100,999,43,0,0,3,
633,100,999,43,0,0,3,
633,100,999,43,0,0,3,
633,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
632,100,999,43,0,0,3,
631,100,999,43,0,0,3,
631,100,999,43,0,0,3,
631,100,999,43,0,0,3,
631,100,999,43,0,0,3,
631,100,999,43,0,0,3,
630,100,999,43,0,0,3,
630,100,999,43,0,0,3,
630,100,999,43,0,0,3,
630,100,999,43,0,0,3,
630,100,999,43,0,0,3,
629,100,999,47,0,0,3,
629,100,999,47,0,0,3,
629,100,999,47,0,0,3,
629,100,999,47,0,0,3,
629,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
628,100,999,47,0,0,3,
627,100,999,47,0,0,3,
627,100,999,47,0,0,3,
627,100,999,47,0,0,3,
627,100,999,47,0,0,3,
627,100,999,47,0,0,3,
626,100,999,47,0,0,3,
626,100,999,47,0,0,3,
626,100,999,47,0,0,3,
626,100,999,47,0,0,3,
626,100,999,47,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
625,100,999,55,0,0,3,
624,100,999,55,0,0,3,
624,100,999,55,0,0,3,
624,100,999,55,0,0,3,
624,100,999,55,0,0,3,
624,100,999,55,0,0,3,
623,100,999,55,0,0,3,
623,100,999,55,0,0,3,
623,100,999,55,0,0,3,
623,100,999,55,0,0,3,
623,100,999,55,0,0,3,
622,100,999,55,0,0,3,
622,100,999,55,0
